district_a,district_b,population_group,n_a,n_b,proportion_a,proportion_b,difference,test_used,chi2_statistic,p_value,statistically_significant,cohens_h,effect_size,interpretation
1032,1043,elderly,125,126,31.2,48.4,-17.2,Chi-Square,7.055,0.0079,Yes,-0.354,Medium,Statistically significant with moderate practical difference
1032,1044,elderly,125,131,31.2,32.8,-1.6,Chi-Square,0.021,0.8851,No,-0.035,Small,No statistically significant difference detected
1032,1045,elderly,125,151,31.2,59.6,-28.4,Chi-Square,21.036,0.0,Yes,-0.579,Large,Statistically significant with large practical difference
1032,1046,elderly,125,122,31.2,43.4,-12.2,Chi-Square,3.453,0.0632,No,-0.254,Medium,No statistically significant difference detected
1032,1047,elderly,125,129,31.2,46.5,-15.3,Chi-Square,5.63,0.0177,Yes,-0.316,Medium,Statistically significant with moderate practical difference
1032,1048,elderly,125,123,31.2,49.6,-18.4,Chi-Square,7.969,0.0048,Yes,-0.377,Medium,Statistically significant with moderate practical difference
1032,1049,elderly,125,148,31.2,44.6,-13.4,Chi-Square,4.586,0.0322,Yes,-0.277,Medium,Statistically significant with moderate practical difference
1032,1050,elderly,125,126,31.2,30.2,1.0,Chi-Square,0.002,0.9665,No,0.023,Small,No statistically significant difference detected
1033,1034,elderly,121,116,43.0,73.3,-30.3,Chi-Square,21.068,0.0,Yes,-0.625,Large,Statistically significant with large practical difference
1033,1035,elderly,121,125,43.0,53.6,-10.6,Chi-Square,2.37,0.1237,No,-0.213,Medium,No statistically significant difference detected
1033,1036,elderly,121,136,43.0,38.2,4.7,Chi-Square,0.417,0.5186,No,0.097,Small,No statistically significant difference detected
1033,1037,elderly,121,145,43.0,37.9,5.0,Chi-Square,0.504,0.4778,No,0.103,Small,No statistically significant difference detected
1033,1038,elderly,121,176,43.0,50.6,-7.6,Chi-Square,1.367,0.2423,No,-0.152,Small,No statistically significant difference detected
1033,1039,elderly,121,147,43.0,29.3,13.7,Chi-Square,4.879,0.0272,Yes,0.287,Medium,Statistically significant with moderate practical difference
1033,1040,elderly,121,131,43.0,35.9,7.1,Chi-Square,1.047,0.3061,No,0.145,Small,No statistically significant difference detected
1033,1041,elderly,121,124,43.0,57.3,-14.3,Chi-Square,4.442,0.0351,Yes,-0.287,Medium,Statistically significant with moderate practical difference
1033,1042,elderly,121,112,43.0,62.5,-19.5,Chi-Square,8.123,0.0044,Yes,-0.394,Medium,Statistically significant with moderate practical difference
1033,1043,elderly,121,126,43.0,48.4,-5.4,Chi-Square,0.533,0.4655,No,-0.109,Small,No statistically significant difference detected
1033,1044,elderly,121,131,43.0,32.8,10.2,Chi-Square,2.344,0.1257,No,0.21,Medium,No statistically significant difference detected
1033,1045,elderly,121,151,43.0,59.6,-16.6,Chi-Square,6.792,0.0092,Yes,-0.334,Medium,Statistically significant with moderate practical difference
1033,1046,elderly,121,122,43.0,43.4,-0.5,Chi-Square,,1.0,No,-0.009,Small,No statistically significant difference detected
1033,1047,elderly,121,129,43.0,46.5,-3.5,Chi-Square,0.189,0.6638,No,-0.071,Small,No statistically significant difference detected
1033,1048,elderly,121,123,43.0,49.6,-6.6,Chi-Square,0.825,0.3638,No,-0.133,Small,No statistically significant difference detected
1033,1049,elderly,121,148,43.0,44.6,-1.6,Chi-Square,0.02,0.8865,No,-0.033,Small,No statistically significant difference detected
1033,1050,elderly,121,126,43.0,30.2,12.8,Chi-Square,3.842,0.05,Yes,0.267,Medium,Statistically significant with moderate practical difference
1034,1035,elderly,116,125,73.3,53.6,19.7,Chi-Square,9.174,0.0025,Yes,0.412,Medium,Statistically significant with moderate practical difference
1034,1036,elderly,116,136,73.3,38.2,35.0,Chi-Square,29.587,0.0,Yes,0.722,Large,Statistically significant with large practical difference
1034,1037,elderly,116,145,73.3,37.9,35.3,Chi-Square,30.969,0.0,Yes,0.728,Large,Statistically significant with large practical difference
1034,1038,elderly,116,176,73.3,50.6,22.7,Chi-Square,14.043,0.0002,Yes,0.473,Medium,Statistically significant with moderate practical difference
1034,1039,elderly,116,147,73.3,29.3,44.0,Chi-Square,48.553,0.0,Yes,0.912,Large,Statistically significant with large practical difference
1034,1040,elderly,116,131,73.3,35.9,37.4,Chi-Square,33.095,0.0,Yes,0.771,Large,Statistically significant with large practical difference
1034,1041,elderly,116,124,73.3,57.3,16.0,Chi-Square,6.073,0.0137,Yes,0.339,Medium,Statistically significant with moderate practical difference
1034,1042,elderly,116,112,73.3,62.5,10.8,Chi-Square,2.565,0.1093,No,0.232,Medium,No statistically significant difference detected
1034,1043,elderly,116,126,73.3,48.4,24.9,Chi-Square,14.579,0.0001,Yes,0.516,Large,Statistically significant with large practical difference
1034,1044,elderly,116,131,73.3,32.8,40.5,Chi-Square,38.718,0.0,Yes,0.835,Large,Statistically significant with large practical difference
1034,1045,elderly,116,151,73.3,59.6,13.7,Chi-Square,4.842,0.0278,Yes,0.291,Medium,Statistically significant with moderate practical difference
1034,1046,elderly,116,122,73.3,43.4,29.8,Chi-Square,20.516,0.0,Yes,0.616,Large,Statistically significant with large practical difference
1034,1047,elderly,116,129,73.3,46.5,26.8,Chi-Square,17.021,0.0,Yes,0.554,Large,Statistically significant with large practical difference
1034,1048,elderly,116,123,73.3,49.6,23.7,Chi-Square,13.107,0.0003,Yes,0.492,Medium,Statistically significant with moderate practical difference
1034,1049,elderly,116,148,73.3,44.6,28.7,Chi-Square,20.695,0.0,Yes,0.593,Large,Statistically significant with large practical difference
1034,1050,elderly,116,126,73.3,30.2,43.1,Chi-Square,43.217,0.0,Yes,0.892,Large,Statistically significant with large practical difference
1035,1036,elderly,125,136,53.6,38.2,15.4,Chi-Square,5.595,0.018,Yes,0.31,Medium,Statistically significant with moderate practical difference
1035,1037,elderly,125,145,53.6,37.9,15.7,Chi-Square,6.037,0.014,Yes,0.316,Medium,Statistically significant with moderate practical difference
1035,1038,elderly,125,176,53.6,50.6,3.0,Chi-Square,0.161,0.6879,No,0.061,Small,No statistically significant difference detected
1035,1039,elderly,125,147,53.6,29.3,24.3,Chi-Square,15.632,0.0001,Yes,0.5,Medium,Statistically significant with moderate practical difference
1035,1040,elderly,125,131,53.6,35.9,17.7,Chi-Square,7.432,0.0064,Yes,0.358,Medium,Statistically significant with moderate practical difference
1035,1041,elderly,125,124,53.6,57.3,-3.7,Chi-Square,0.205,0.6504,No,-0.074,Small,No statistically significant difference detected
1035,1042,elderly,125,112,53.6,62.5,-8.9,Chi-Square,1.571,0.2101,No,-0.181,Small,No statistically significant difference detected
1035,1043,elderly,125,126,53.6,48.4,5.2,Chi-Square,0.484,0.4866,No,0.104,Small,No statistically significant difference detected
1035,1044,elderly,125,131,53.6,32.8,20.8,Chi-Square,10.434,0.0012,Yes,0.423,Medium,Statistically significant with moderate practical difference
1035,1045,elderly,125,151,53.6,59.6,-6.0,Chi-Square,0.775,0.3787,No,-0.121,Small,No statistically significant difference detected
1035,1046,elderly,125,122,53.6,43.4,10.2,Chi-Square,2.16,0.1417,No,0.204,Medium,No statistically significant difference detected
1035,1047,elderly,125,129,53.6,46.5,7.1,Chi-Square,1.008,0.3154,No,0.142,Small,No statistically significant difference detected
1035,1048,elderly,125,123,53.6,49.6,4.0,Chi-Square,0.254,0.6141,No,0.08,Small,No statistically significant difference detected
1035,1049,elderly,125,148,53.6,44.6,9.0,Chi-Square,1.854,0.1733,No,0.18,Small,No statistically significant difference detected
1035,1050,elderly,125,126,53.6,30.2,23.4,Chi-Square,13.223,0.0003,Yes,0.48,Medium,Statistically significant with moderate practical difference
1036,1037,elderly,136,145,38.2,37.9,0.3,Chi-Square,,1.0,No,0.006,Small,No statistically significant difference detected
1036,1038,elderly,136,176,38.2,50.6,-12.3,Chi-Square,4.226,0.0398,Yes,-0.249,Medium,Statistically significant with moderate practical difference
1036,1039,elderly,136,147,38.2,29.3,9.0,Chi-Square,2.17,0.1408,No,0.19,Small,No statistically significant difference detected
1036,1040,elderly,136,131,38.2,35.9,2.4,Chi-Square,0.074,0.7857,No,0.049,Small,No statistically significant difference detected
1036,1041,elderly,136,124,38.2,57.3,-19.0,Chi-Square,8.668,0.0032,Yes,-0.383,Medium,Statistically significant with moderate practical difference
1036,1042,elderly,136,112,38.2,62.5,-24.3,Chi-Square,13.514,0.0002,Yes,-0.49,Medium,Statistically significant with moderate practical difference
1036,1043,elderly,136,126,38.2,48.4,-10.2,Chi-Square,2.363,0.1243,No,-0.206,Medium,No statistically significant difference detected
1036,1044,elderly,136,131,38.2,32.8,5.4,Chi-Square,0.633,0.4264,No,0.113,Small,No statistically significant difference detected
1036,1045,elderly,136,151,38.2,59.6,-21.4,Chi-Square,12.228,0.0005,Yes,-0.431,Medium,Statistically significant with moderate practical difference
1036,1046,elderly,136,122,38.2,43.4,-5.2,Chi-Square,0.523,0.4696,No,-0.106,Small,No statistically significant difference detected
1036,1047,elderly,136,129,38.2,46.5,-8.3,Chi-Square,1.535,0.2154,No,-0.168,Small,No statistically significant difference detected
1036,1048,elderly,136,123,38.2,49.6,-11.4,Chi-Square,2.942,0.0863,No,-0.229,Medium,No statistically significant difference detected
1036,1049,elderly,136,148,38.2,44.6,-6.4,Chi-Square,0.933,0.3341,No,-0.129,Small,No statistically significant difference detected
1036,1050,elderly,136,126,38.2,30.2,8.1,Chi-Square,1.551,0.213,No,0.171,Small,No statistically significant difference detected
1037,1038,elderly,145,176,37.9,50.6,-12.6,Chi-Square,4.635,0.0313,Yes,-0.255,Medium,Statistically significant with moderate practical difference
1037,1039,elderly,145,147,37.9,29.3,8.7,Chi-Square,2.092,0.1481,No,0.184,Small,No statistically significant difference detected
1037,1040,elderly,145,131,37.9,35.9,2.1,Chi-Square,0.052,0.8196,No,0.043,Small,No statistically significant difference detected
1037,1041,elderly,145,124,37.9,57.3,-19.3,Chi-Square,9.266,0.0023,Yes,-0.389,Medium,Statistically significant with moderate practical difference
1037,1042,elderly,145,112,37.9,62.5,-24.6,Chi-Square,14.301,0.0002,Yes,-0.496,Medium,Statistically significant with moderate practical difference
1037,1043,elderly,145,126,37.9,48.4,-10.5,Chi-Square,2.612,0.106,No,-0.212,Medium,No statistically significant difference detected
1037,1044,elderly,145,131,37.9,32.8,5.1,Chi-Square,0.577,0.4477,No,0.107,Small,No statistically significant difference detected
1037,1045,elderly,145,151,37.9,59.6,-21.7,Chi-Square,13.048,0.0003,Yes,-0.437,Medium,Statistically significant with moderate practical difference
1037,1046,elderly,145,122,37.9,43.4,-5.5,Chi-Square,0.622,0.4302,No,-0.112,Small,No statistically significant difference detected
1037,1047,elderly,145,129,37.9,46.5,-8.6,Chi-Square,1.726,0.1889,No,-0.174,Small,No statistically significant difference detected
1037,1048,elderly,145,123,37.9,49.6,-11.7,Chi-Square,3.227,0.0724,No,-0.236,Medium,No statistically significant difference detected
1037,1049,elderly,145,148,37.9,44.6,-6.7,Chi-Square,1.081,0.2985,No,-0.135,Small,No statistically significant difference detected
1037,1050,elderly,145,126,37.9,30.2,7.8,Chi-Square,1.478,0.224,No,0.164,Small,No statistically significant difference detected
1038,1039,elderly,176,147,50.6,29.3,21.3,Chi-Square,14.192,0.0002,Yes,0.439,Medium,Statistically significant with moderate practical difference
1038,1040,elderly,176,131,50.6,35.9,14.7,Chi-Square,5.986,0.0144,Yes,0.298,Medium,Statistically significant with moderate practical difference
1038,1041,elderly,176,124,50.6,57.3,-6.7,Chi-Square,1.053,0.3048,No,-0.134,Small,No statistically significant difference detected
1038,1042,elderly,176,112,50.6,62.5,-11.9,Chi-Square,3.473,0.0624,No,-0.241,Medium,No statistically significant difference detected
1038,1043,elderly,176,126,50.6,48.4,2.2,Chi-Square,0.064,0.8005,No,0.043,Small,No statistically significant difference detected
1038,1044,elderly,176,131,50.6,32.8,17.7,Chi-Square,8.937,0.0028,Yes,0.362,Medium,Statistically significant with moderate practical difference
1038,1045,elderly,176,151,50.6,59.6,-9.0,Chi-Square,2.325,0.1273,No,-0.182,Small,No statistically significant difference detected
1038,1046,elderly,176,122,50.6,43.4,7.1,Chi-Square,1.195,0.2744,No,0.143,Small,No statistically significant difference detected
1038,1047,elderly,176,129,50.6,46.5,4.1,Chi-Square,0.341,0.5591,No,0.081,Small,No statistically significant difference detected
1038,1048,elderly,176,123,50.6,49.6,1.0,Chi-Square,0.002,0.9614,No,0.019,Small,No statistically significant difference detected
1038,1049,elderly,176,148,50.6,44.6,6.0,Chi-Square,0.923,0.3368,No,0.12,Small,No statistically significant difference detected
1038,1050,elderly,176,126,50.6,30.2,20.4,Chi-Square,11.728,0.0006,Yes,0.419,Medium,Statistically significant with moderate practical difference
1039,1040,elderly,147,131,29.3,35.9,-6.6,Chi-Square,1.103,0.2936,No,-0.142,Small,No statistically significant difference detected
1039,1041,elderly,147,124,29.3,57.3,-28.0,Chi-Square,20.514,0.0,Yes,-0.574,Large,Statistically significant with large practical difference
1039,1042,elderly,147,112,29.3,62.5,-33.2,Chi-Square,27.236,0.0,Yes,-0.681,Large,Statistically significant with large practical difference
1039,1043,elderly,147,126,29.3,48.4,-19.2,Chi-Square,9.766,0.0018,Yes,-0.396,Medium,Statistically significant with moderate practical difference
1039,1044,elderly,147,131,29.3,32.8,-3.6,Chi-Square,0.264,0.6077,No,-0.077,Small,No statistically significant difference detected
1039,1045,elderly,147,151,29.3,59.6,-30.4,Chi-Square,26.552,0.0,Yes,-0.621,Large,Statistically significant with large practical difference
1039,1046,elderly,147,122,29.3,43.4,-14.2,Chi-Square,5.248,0.022,Yes,-0.296,Medium,Statistically significant with moderate practical difference
1039,1047,elderly,147,129,29.3,46.5,-17.3,Chi-Square,8.028,0.0046,Yes,-0.358,Medium,Statistically significant with moderate practical difference
1039,1048,elderly,147,123,29.3,49.6,-20.3,Chi-Square,10.858,0.001,Yes,-0.42,Medium,Statistically significant with moderate practical difference
1039,1049,elderly,147,148,29.3,44.6,-15.3,Chi-Square,6.808,0.0091,Yes,-0.32,Medium,Statistically significant with moderate practical difference
1039,1050,elderly,147,126,29.3,30.2,-0.9,Chi-Square,0.001,0.9755,No,-0.02,Small,No statistically significant difference detected
1040,1041,elderly,131,124,35.9,57.3,-21.4,Chi-Square,10.868,0.001,Yes,-0.432,Medium,Statistically significant with moderate practical difference
1040,1042,elderly,131,112,35.9,62.5,-26.6,Chi-Square,16.091,0.0001,Yes,-0.539,Large,Statistically significant with large practical difference
1040,1043,elderly,131,126,35.9,48.4,-12.5,Chi-Square,3.643,0.0563,No,-0.255,Medium,No statistically significant difference detected
1040,1044,elderly,131,131,35.9,32.8,3.1,Chi-Square,0.152,0.6963,No,0.064,Small,No statistically significant difference detected
1040,1045,elderly,131,151,35.9,59.6,-23.7,Chi-Square,14.87,0.0001,Yes,-0.48,Medium,Statistically significant with moderate practical difference
1040,1046,elderly,131,122,35.9,43.4,-7.6,Chi-Square,1.212,0.2709,No,-0.155,Small,No statistically significant difference detected
1040,1047,elderly,131,129,35.9,46.5,-10.6,Chi-Square,2.612,0.1061,No,-0.217,Medium,No statistically significant difference detected
1040,1048,elderly,131,123,35.9,49.6,-13.7,Chi-Square,4.338,0.0373,Yes,-0.278,Medium,Statistically significant with moderate practical difference
1040,1049,elderly,131,148,35.9,44.6,-8.7,Chi-Square,1.844,0.1744,No,-0.178,Small,No statistically significant difference detected
1040,1050,elderly,131,126,35.9,30.2,5.7,Chi-Square,0.708,0.4,No,0.122,Small,No statistically significant difference detected
1041,1042,elderly,124,112,57.3,62.5,-5.2,Chi-Square,0.472,0.492,No,-0.107,Small,No statistically significant difference detected
1041,1043,elderly,124,126,57.3,48.4,8.8,Chi-Square,1.623,0.2027,No,0.177,Small,No statistically significant difference detected
1041,1044,elderly,124,131,57.3,32.8,24.4,Chi-Square,14.412,0.0001,Yes,0.496,Medium,Statistically significant with moderate practical difference
1041,1045,elderly,124,151,57.3,59.6,-2.3,Chi-Square,0.073,0.7874,No,-0.048,Small,No statistically significant difference detected
1041,1046,elderly,124,122,57.3,43.4,13.8,Chi-Square,4.159,0.0414,Yes,0.277,Medium,Statistically significant with moderate practical difference
1041,1047,elderly,124,129,57.3,46.5,10.7,Chi-Square,2.51,0.1131,No,0.216,Medium,No statistically significant difference detected
1041,1048,elderly,124,123,57.3,49.6,7.7,Chi-Square,1.166,0.2802,No,0.154,Small,No statistically significant difference detected
1041,1049,elderly,124,148,57.3,44.6,12.7,Chi-Square,3.836,0.0502,No,0.254,Medium,No statistically significant difference detected
1041,1050,elderly,124,126,57.3,30.2,27.1,Chi-Square,17.578,0.0,Yes,0.554,Large,Statistically significant with large practical difference
1042,1043,elderly,112,126,62.5,48.4,14.1,Chi-Square,4.203,0.0404,Yes,0.284,Medium,Statistically significant with moderate practical difference
1042,1044,elderly,112,131,62.5,32.8,29.7,Chi-Square,20.197,0.0,Yes,0.603,Large,Statistically significant with large practical difference
1042,1045,elderly,112,151,62.5,59.6,2.9,Chi-Square,0.121,0.7277,No,0.059,Small,No statistically significant difference detected
1042,1046,elderly,112,122,62.5,43.4,19.1,Chi-Square,7.758,0.0053,Yes,0.384,Medium,Statistically significant with moderate practical difference
1042,1047,elderly,112,129,62.5,46.5,16.0,Chi-Square,5.542,0.0186,Yes,0.323,Medium,Statistically significant with moderate practical difference
1042,1048,elderly,112,123,62.5,49.6,12.9,Chi-Square,3.452,0.0632,No,0.261,Medium,No statistically significant difference detected
1042,1049,elderly,112,148,62.5,44.6,17.9,Chi-Square,7.491,0.0062,Yes,0.361,Medium,Statistically significant with moderate practical difference
1042,1050,elderly,112,126,62.5,30.2,32.3,Chi-Square,23.734,0.0,Yes,0.661,Large,Statistically significant with large practical difference
1043,1044,elderly,126,131,48.4,32.8,15.6,Chi-Square,5.847,0.0156,Yes,0.319,Medium,Statistically significant with moderate practical difference
1043,1045,elderly,126,151,48.4,59.6,-11.2,Chi-Square,3.032,0.0816,No,-0.225,Medium,No statistically significant difference detected
1043,1046,elderly,126,122,48.4,43.4,5.0,Chi-Square,0.433,0.5107,No,0.1,Small,No statistically significant difference detected
1043,1047,elderly,126,129,48.4,46.5,1.9,Chi-Square,0.032,0.8583,No,0.038,Small,No statistically significant difference detected
1043,1048,elderly,126,123,48.4,49.6,-1.2,Chi-Square,0.004,0.9525,No,-0.024,Small,No statistically significant difference detected
1043,1049,elderly,126,148,48.4,44.6,3.8,Chi-Square,0.26,0.61,No,0.077,Small,No statistically significant difference detected
1043,1050,elderly,126,126,48.4,30.2,18.3,Chi-Square,8.052,0.0045,Yes,0.376,Medium,Statistically significant with moderate practical difference
1044,1045,elderly,131,151,32.8,59.6,-26.8,Chi-Square,19.124,0.0,Yes,-0.544,Large,Statistically significant with large practical difference
1044,1046,elderly,131,122,32.8,43.4,-10.6,Chi-Square,2.591,0.1075,No,-0.219,Medium,No statistically significant difference detected
1044,1047,elderly,131,129,32.8,46.5,-13.7,Chi-Square,4.534,0.0332,Yes,-0.281,Medium,Statistically significant with moderate practical difference
1044,1048,elderly,131,123,32.8,49.6,-16.8,Chi-Square,6.7,0.0096,Yes,-0.343,Medium,Statistically significant with moderate practical difference
1044,1049,elderly,131,148,32.8,44.6,-11.8,Chi-Square,3.565,0.059,No,-0.242,Medium,No statistically significant difference detected
1044,1050,elderly,131,126,32.8,30.2,2.7,Chi-Square,0.106,0.7448,No,0.057,Small,No statistically significant difference detected
1045,1046,elderly,151,122,59.6,43.4,16.2,Chi-Square,6.432,0.0112,Yes,0.325,Medium,Statistically significant with moderate practical difference
1045,1047,elderly,151,129,59.6,46.5,13.1,Chi-Square,4.281,0.0385,Yes,0.263,Medium,Statistically significant with moderate practical difference
1045,1048,elderly,151,123,59.6,49.6,10.0,Chi-Square,2.355,0.1249,No,0.201,Medium,No statistically significant difference detected
1045,1049,elderly,151,148,59.6,44.6,15.0,Chi-Square,6.159,0.0131,Yes,0.302,Medium,Statistically significant with moderate practical difference
1045,1050,elderly,151,126,59.6,30.2,29.4,Chi-Square,22.787,0.0,Yes,0.601,Large,Statistically significant with large practical difference
1046,1047,elderly,122,129,43.4,46.5,-3.1,Chi-Square,0.131,0.7177,No,-0.062,Small,No statistically significant difference detected
1046,1048,elderly,122,123,43.4,49.6,-6.2,Chi-Square,0.701,0.4026,No,-0.123,Small,No statistically significant difference detected
1046,1049,elderly,122,148,43.4,44.6,-1.2,Chi-Square,0.004,0.9469,No,-0.023,Small,No statistically significant difference detected
1046,1050,elderly,122,126,43.4,30.2,13.3,Chi-Square,4.154,0.0415,Yes,0.277,Medium,Statistically significant with moderate practical difference
1047,1048,elderly,129,123,46.5,49.6,-3.1,Chi-Square,0.132,0.7163,No,-0.062,Small,No statistically significant difference detected
1047,1049,elderly,129,148,46.5,44.6,1.9,Chi-Square,0.039,0.8425,No,0.038,Small,No statistically significant difference detected
1047,1050,elderly,129,126,46.5,30.2,16.4,Chi-Square,6.529,0.0106,Yes,0.338,Medium,Statistically significant with moderate practical difference
1048,1049,elderly,123,148,49.6,44.6,5.0,Chi-Square,0.488,0.4847,No,0.1,Small,No statistically significant difference detected
1048,1050,elderly,123,126,49.6,30.2,19.4,Chi-Square,9.021,0.0027,Yes,0.4,Medium,Statistically significant with moderate practical difference
1049,1050,elderly,148,126,44.6,30.2,14.4,Chi-Square,5.425,0.0198,Yes,0.3,Medium,Statistically significant with moderate practical difference
